from_value,to_value,count,percentage,N,N_1d,mean_return_1d,median_return_1d,mean_MFE_1d,median_MFE_1d,mean_MAE_1d,median_MAE_1d,hit_rate_1d,N_3d,mean_return_3d,median_return_3d,mean_MFE_3d,median_MFE_3d,mean_MAE_3d,median_MAE_3d,hit_rate_3d,N_5d,mean_return_5d,median_return_5d,mean_MFE_5d,median_MFE_5d,mean_MAE_5d,median_MAE_5d,hit_rate_5d,N_10d,mean_return_10d,median_return_10d,mean_MFE_10d,median_MFE_10d,mean_MAE_10d,median_MAE_10d,hit_rate_10d,target_before_stop_rate_10d,mean_time_to_target,mean_time_to_MFE_5d,mean_time_to_MFE_10d,from_decision_bucket,to_decision_bucket,true_decision_change
Filtered pullback,Tight base breakout,4,0.0006839945280437756,4,3,-0.2704031465093348,-0.2704031465093348,0.3441494591936989,0.3441494591936989,-3.121927236971489,-3.121927236971489,0.0,3,2.82694198623401,2.8269419862340106,3.121927236971489,3.121927236971489,-3.121927236971489,-3.121927236971489,1.0,3,3.539823008849563,3.539823008849563,5.825958702064882,5.825958702064882,-3.121927236971489,-3.121927236971489,1.0,0,,,,,,,,,,5.0,,WAIT_MANAGE,ENTRY_SETUP,True
Filtered momentum,No trade,3,0.0005129958960328317,3,3,10.545709874318133,14.103092783505168,11.25286519036519,14.666666666666671,-1.749690100849895,-2.9140893470790408,1.0,3,10.128983630916617,13.745704467353947,14.386885808921889,19.36769759450172,-1.8443870705468601,-2.9140893470790408,1.0,3,13.19019947692628,17.168384879725075,14.6709767180128,19.36769759450172,-1.8443870705468601,-2.9140893470790408,1.0,3,2.4888861854068134,4.59106529209623,14.75838930542539,19.36769759450172,-2.7476504738102663,-2.9140893470790408,0.6666666666666666,0.6666666666666666,1.0,3.0,3.3333333333333335,WAIT_MANAGE,NO_TRADE,True
No trade,Filtered pullback,2,0.0003419972640218878,2,1,1.8040773100344245,1.8040773100344245,2.9912629070691032,2.9912629070691032,1.0913423351866405,1.0913423351866405,1.0,1,-3.590680434207038,-3.590680434207038,2.9912629070691032,2.9912629070691032,-6.483981996293354,-6.483981996293354,0.0,1,2.727032036007415,2.727032036007415,3.0447445062218748,3.0447445062218748,-6.483981996293354,-6.483981996293354,1.0,1,-5.79083929044214,-5.79083929044214,3.0447445062218748,3.0447445062218748,-6.84617421233783,-6.84617421233783,0.0,,,5.0,5.0,NO_TRADE,WAIT_MANAGE,True
No trade,Tight base breakout,2,0.0003419972640218878,2,2,4.114656624038604,4.114656624038604,4.731189414281167,4.731189414281167,-1.268496563964866,-1.268496563964866,1.0,2,3.584045191826335,3.584045191826335,5.184160105584135,5.184160105584135,-1.268496563964866,-1.268496563964866,1.0,2,-0.22689437036362303,-0.22689437036362303,5.184160105584135,5.184160105584135,-2.2113537068220115,-2.2113537068220115,0.5,1,0.8857142857142897,0.8857142857142897,6.485714285714295,6.485714285714295,-5.171428571428582,-5.171428571428582,1.0,,,1.5,1.0,NO_TRADE,ENTRY_SETUP,True
Clean bull pullback,Failed breakout,2,0.0003419972640218878,2,2,0.1430184161916648,0.1430184161916648,0.7699759788804439,0.7699759788804439,-0.5858077200548595,-0.5858077200548595,0.5,2,0.88827246133234,0.88827246133234,1.3042532444366817,1.3042532444366817,-0.7659407479050862,-0.7659407479050862,1.0,2,0.09656648617794586,0.09656648617794586,2.121798967805355,2.121798967805355,-0.7659407479050862,-0.7659407479050862,0.5,0,,,,,,,,,,4.5,,ENTRY_SETUP,DANGER_AVOID,True
Filtered momentum,Tight base breakout,2,0.0003419972640218878,2,2,0.3949100482667722,0.3949100482667722,3.4554629223343625,3.4554629223343625,-0.3949100482667833,-0.3949100482667833,1.0,2,2.007459412022805,2.007459412022805,4.837648091268099,4.837648091268099,-0.3949100482667833,-0.3949100482667833,1.0,2,2.98376480912681,2.98376480912681,4.837648091268099,4.837648091268099,-0.3949100482667833,-0.3949100482667833,1.0,2,1.557700745941215,1.557700745941215,5.956559894690661,5.956559894690661,-0.3949100482667833,-0.3949100482667833,1.0,,,2.0,7.0,WAIT_MANAGE,ENTRY_SETUP,True
Distribution risk,Climax reversal risk,1,0.0001709986320109439,1,1,7.12778429073857,7.12778429073857,9.097303634232134,9.097303634232134,0.797186400937866,0.797186400937866,1.0,1,6.611957796014067,6.611957796014067,9.355216881594377,9.355216881594377,0.797186400937866,0.797186400937866,1.0,1,8.135990621336454,8.135990621336454,9.355216881594377,9.355216881594377,0.797186400937866,0.797186400937866,1.0,1,2.5322391559202684,2.5322391559202684,9.355216881594377,9.355216881594377,0.797186400937866,0.797186400937866,1.0,1.0,1.0,3.0,3.0,DANGER_AVOID,DANGER_AVOID,False
Blowoff top,Climax reversal risk,1,0.0001709986320109439,1,1,-3.8167482976944167,-3.8167482976944167,-1.2543304264723387,-1.2543304264723387,-5.083024728228402,-5.083024728228402,0.0,1,-6.220881615099749,-6.220881615099749,-1.2543304264723387,-1.2543304264723387,-7.421455023294698,-7.421455023294698,0.0,1,-3.86154581292556,-3.86154581292556,-1.2543304264723387,-1.2543304264723387,-7.478198542587499,-7.478198542587499,0.0,1,-6.226854617130561,-6.226854617130561,-1.2543304264723387,-1.2543304264723387,-7.478198542587499,-7.478198542587499,0.0,,,1.0,1.0,DANGER_AVOID,DANGER_AVOID,False
No trade,Filtered momentum,1,0.0001709986320109439,1,1,0.6535947712418277,0.6535947712418277,1.230296039984613,1.230296039984613,-0.7304882737408813,-0.7304882737408813,1.0,1,-2.7553505062155703,-2.7553505062155703,1.230296039984613,1.230296039984613,-4.485454312443937,-4.485454312443937,0.0,1,-3.895937459951304,-3.895937459951304,1.230296039984613,1.230296039984613,-4.485454312443937,-4.485454312443937,0.0,0,,,,,,,,,,1.0,,NO_TRADE,WAIT_MANAGE,True
Prime clean pullback,Volatility contraction setup,1,0.0001709986320109439,1,1,1.1843663639952595,1.1843663639952595,1.5791551519936942,1.5791551519936942,-0.0789577575996847,-0.0789577575996847,1.0,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,WAIT_MANAGE,ENTRY_SETUP,True
