setup_type,analysis_kind,slice_value,N,N_5d,N_10d,mean_return_5d,median_return_5d,std_return_5d,mean_return_10d,median_return_10d,std_return_10d,mean_MFE_5d,median_MFE_5d,mean_MAE_5d,median_MAE_5d,mean_MFE_10d,median_MFE_10d,mean_MAE_10d,median_MAE_10d,positive_5d_rate,positive_10d_rate,target_hit_5d_rate,stop_hit_5d_rate,target_hit_10d_rate,stop_hit_10d_rate,MFE_MAE_ratio_5d,evidence_strength
none,SQ_QUARTILE,4,105,52,26,0.6588540192307691,0.4932115,2.69205172888361,0.12094607692307696,-1.010854,3.0174243983136466,3.366164423076923,3.262183,-2.006627807692308,-1.647655,3.6652866923076917,3.503826,-3.3299032307692307,-3.302457,0.6153846153846154,0.46153846153846156,0.2708333333333333,0.375,0.36,0.4,1.6775230614132322,WEAK
none,TRIGGER_STATE,invalidated,18,9,5,1.6599865555555557,1.860251,1.926305539383233,0.6725787999999999,-0.866969,2.2956279833140862,3.2040016666666666,3.341563,-1.8022834444444444,-1.807214,5.2272272,3.513716,-1.8798132000000003,-1.822992,0.8888888888888888,0.4,0.25,0.75,0.4,0.6,1.7777457128305938,DESCRIPTIVE_ONLY
none,TRIGGER_STATE,not_applicable,403,276,171,1.1274662173913046,0.630739,4.695967520595205,1.2740522631578948,0.285633,5.455244733761368,4.291161369565217,2.994732,-2.390839858695652,-2.0215325,5.904767859649123,4.047361,-3.085371912280702,-2.492047,0.5978260869565217,0.5263157894736842,0.30952380952380953,0.4,0.45925925925925926,0.4888888888888889,1.7948342938812747,USEFUL_BUT_NOISY
none,STAGE,Stage 1,87,62,30,-0.09010262903225813,-0.0504855,3.775936775895027,1.0087573,1.536017,3.6048104281891704,3.568632548387097,3.152699,-2.887605209677419,-2.0343955,5.093358866666667,4.597482,-3.7333024,-2.828766,0.5,0.6,0.2894736842105263,0.5789473684210527,0.55,0.5,1.2358450304866146,WEAK
none,STAGE,Stage 2,240,170,113,1.5806538647058825,0.742091,5.217015791281195,1.4994470707964602,-0.052812,6.156622742698674,4.711550552941177,2.977964,-2.2419016294117644,-2.027089,6.277460814159292,3.764085,-2.930525168141593,-2.397507,0.6294117647058823,0.4778761061946903,0.3458646616541353,0.39097744360902253,0.4725274725274725,0.4945054945054945,2.101586658009346,USEFUL_BUT_NOISY
none,STAGE,Stage 3,13,12,9,1.8128932500000001,2.123299,2.4536939851426283,-1.9104643333333335,-3.552685,2.7619483839802292,2.8850045833333327,3.10827,-2.0716712499999996,-1.758824,3.814650222222222,4.077812,-4.117129333333334,-5.672184,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.25,0.2222222222222222,0.5555555555555556,1.3925976833116418,DESCRIPTIVE_ONLY
none,STAGE,Stage 4,7,0,0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE_ONLY
none,STAGE,Unknown,74,41,24,1.0058790731707319,0.605144,3.2704511251351502,1.6133238333333335,1.0992895,3.5936616255006615,3.8136020975609757,2.821902,-2.2214023658536584,-1.378579,5.80690625,5.297318000000001,-2.366461791666667,-1.850795,0.6585365853658537,0.7083333333333334,0.22857142857142856,0.37142857142857144,0.4,0.45,1.7167543152838294,WEAK
none,MARKET_REGIME,Bull trend,75,22,0,1.1395041363636365,1.0902764999999999,2.566452491188498,,,,3.428232636363637,2.788004,-2.011987636363637,-2.2442725,,,,,0.7272727272727273,,0.2222222222222222,0.5,,,1.703903430818118,DESCRIPTIVE_ONLY
none,MARKET_REGIME,Choppy,36,0,0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE_ONLY
