setup_type,setup_model,analysis_kind,N,N_1d,mean_return_1d,median_return_1d,mean_MFE_1d,median_MFE_1d,mean_MAE_1d,median_MAE_1d,hit_rate_1d,N_3d,mean_return_3d,median_return_3d,mean_MFE_3d,median_MFE_3d,mean_MAE_3d,median_MAE_3d,hit_rate_3d,N_5d,mean_return_5d,median_return_5d,mean_MFE_5d,median_MFE_5d,mean_MAE_5d,median_MAE_5d,hit_rate_5d,N_10d,mean_return_10d,median_return_10d,mean_MFE_10d,median_MFE_10d,mean_MAE_10d,median_MAE_10d,hit_rate_10d,target_before_stop_rate_10d,mean_time_to_target,mean_time_to_MFE_5d,mean_time_to_MFE_10d,spearman_5d,spearman_10d,slice_value
trend_repair,OLD_MAX,TOP_20_PCT_WITHIN_SETUP,42,38,-0.04367666590930793,-0.29168834438664804,1.2573940781412132,0.8629079126637129,-1.5087102233913128,-1.6544862673918637,0.3684210526315789,32,0.5226735873877553,-0.7302144109961772,3.0260258414258883,1.9891745602165,-2.084677119452581,-1.9079837618403368,0.40625,29,2.8392433032452775,2.387984440282387,4.796883139261689,3.0711959050721216,-2.2291152967949643,-1.6838674633351425,0.7931034482758621,20,3.4355048642528248,1.2455620332500361,6.296177610154582,3.911540123901469,-1.390373671632557,-1.0237319683573776,0.85,0.4166666666666667,2.75,3.4482758620689653,6.9,0.07649725763863575,0.12340344915162506,
trend_repair,HYBRID_PRIMARY_CONFIRMATION,ALL,176,149,-0.11991605989073525,-0.2987506789788097,1.4013178463054272,1.0781671159029615,-1.4557579213711962,-1.469842878864669,0.3959731543624161,129,0.9139689051833485,0.6289112363398575,3.1946372209607965,2.1496598639455744,-2.199453180997474,-1.9079837618403368,0.5271317829457365,121,2.3227085697956977,1.7413817562774936,5.09502749941367,3.454623697045056,-2.280499243719064,-1.9328982834444508,0.7024793388429752,95,2.0978907588315767,1.195457262402866,6.322873767933005,5.086336668732838,-2.4409114739240945,-2.3239099185433654,0.6421052631578947,0.45614035087719296,3.7,3.553719008264463,5.778947368421052,-0.0319317232810304,0.005803489827195906,
trend_repair,HYBRID_PRIMARY_CONFIRMATION,TOP_20_PCT_WITHIN_SETUP,42,36,0.01821594678652647,-0.2572232827514842,1.7393270279830415,1.4078452611591352,-1.2308456433553665,-1.6293399363753847,0.4166666666666667,31,0.7702919044592668,-0.2120663826144508,3.3416079885060213,2.531282492560316,-1.761919275644206,-1.797838768289184,0.45161290322580644,29,2.0932980598501336,2.0508407730092104,4.710486104701784,3.406116668459358,-1.9842175067885683,-1.797838768289184,0.6206896551724138,18,1.9725313654220424,-0.06635621781743704,5.431369013711279,3.353226289804545,-2.50734421410309,-1.343473390216582,0.5,0.4444444444444444,2.75,3.4482758620689653,5.444444444444445,-0.0319317232810304,0.005803489827195906,
vcp,CURRENT_TYPE_SPECIFIC,ALL,1215,1031,0.08870172023896093,0.0990262419541032,1.3618246738475313,1.202773454082351,-1.1445320205940135,-0.9478021978021944,0.5363724539282251,847,0.6018752493751198,0.4737496116806516,2.6444843224258188,2.138040677594444,-1.9701998321996586,-1.5469233413544117,0.577331759149941,779,1.0964199205434815,0.9478118417973302,3.73500143296295,2.966123216008953,-2.3584757846306244,-1.8782249742002155,0.6110397946084724,500,2.3160483075051443,1.9495958155016704,5.628253842031911,4.7530288909599205,-2.971400023024852,-2.4883875248838727,0.736,0.6854838709677419,5.0220994475138125,3.202824133504493,6.206,-0.09090154057671096,-0.1359362475309433,
vcp,CURRENT_TYPE_SPECIFIC,TOP_20_PCT_WITHIN_SETUP,254,208,0.13028901337507956,0.06630880925631015,1.344723115011265,1.160748197260808,-1.0384713003793555,-0.8756567425569184,0.5096153846153846,161,0.3605765264568112,0.4737496116806516,2.2872162384333956,2.044153720359776,-1.9381501203182816,-1.72663560549704,0.5652173913043478,138,0.5808452366674594,0.25190451195093994,3.129853026862294,2.6265325242691095,-2.2949962541292,-1.9427379061702554,0.5579710144927537,77,1.513280453355301,0.745484086781989,4.397620555343436,3.864363830354756,-2.999794532587107,-2.724676958815276,0.6493506493506493,0.625,5.769230769230769,3.152173913043478,6.51948051948052,-0.09090154057671096,-0.1359362475309433,
vcp,OLD_MAX,ALL,1215,1031,0.08870172023896093,0.0990262419541032,1.3618246738475313,1.202773454082351,-1.1445320205940135,-0.9478021978021944,0.5363724539282251,847,0.6018752493751198,0.4737496116806516,2.6444843224258188,2.138040677594444,-1.9701998321996586,-1.5469233413544117,0.577331759149941,779,1.0964199205434815,0.9478118417973302,3.73500143296295,2.966123216008953,-2.3584757846306244,-1.8782249742002155,0.6110397946084724,500,2.3160483075051443,1.9495958155016704,5.628253842031911,4.7530288909599205,-2.971400023024852,-2.4883875248838727,0.736,0.6854838709677419,5.0220994475138125,3.202824133504493,6.206,0.00314988551283505,-0.0384399941272844,
vcp,OLD_MAX,TOP_20_PCT_WITHIN_SETUP,196,155,0.40068150631032856,0.4378283712784592,1.6710360556247297,1.405743121470615,-0.8742183995298959,-0.7461788422192805,0.6193548387096774,121,1.2485215840834651,1.2690858615903131,3.1617178690946033,2.423513234788599,-1.636520166092664,-0.8756567425569184,0.7355371900826446,111,1.2971835155925495,1.489459211732358,4.201469171198012,3.5073405785016165,-2.1160674186597683,-1.3278152946802455,0.7297297297297297,62,2.4067695354225553,2.708991191623733,5.993322449034364,5.3124268663702345,-2.5718858157232156,-1.599464476918333,0.7258064516129032,0.7714285714285715,4.785714285714286,3.27027027027027,6.274193548387097,0.00314988551283505,-0.0384399941272844,
vcp,HYBRID_PRIMARY_CONFIRMATION,ALL,1215,1031,0.08870172023896093,0.0990262419541032,1.3618246738475313,1.202773454082351,-1.1445320205940135,-0.9478021978021944,0.5363724539282251,847,0.6018752493751198,0.4737496116806516,2.6444843224258188,2.138040677594444,-1.9701998321996586,-1.5469233413544117,0.577331759149941,779,1.0964199205434815,0.9478118417973302,3.73500143296295,2.966123216008953,-2.3584757846306244,-1.8782249742002155,0.6110397946084724,500,2.3160483075051443,1.9495958155016704,5.628253842031911,4.7530288909599205,-2.971400023024852,-2.4883875248838727,0.736,0.6854838709677419,5.0220994475138125,3.202824133504493,6.206,-0.0662183331881727,-0.10949440659498945,
vcp,HYBRID_PRIMARY_CONFIRMATION,TOP_20_PCT_WITHIN_SETUP,256,209,0.20286718011485969,0.0822207431188992,1.392913048983716,1.1956521739130643,-0.9632657281413223,-0.8601739462869129,0.5119617224880383,162,0.3979556588587413,0.6912215165979507,2.348120239219774,2.1038844776294585,-1.8758368451686152,-1.5469233413544117,0.5802469135802469,139,0.4978038992536637,0.4211956521739113,3.2725456851609662,2.6611830168138395,-2.224735019453039,-1.9306126349995176,0.5899280575539568,82,1.035155674508661,0.6439595529537101,4.464218048257324,3.8619239031111423,-3.158957268401002,-2.836590662323568,0.5975609756097561,0.5957446808510638,5.586206896551724,3.1366906474820144,6.146341463414634,-0.0662183331881727,-0.10949440659498945,
momentum_continuation,DIAGNOSTIC,EXTENSION_PERCENTILE_BUCKET,48,33,-0.6227365414728415,-1.1400000000000077,1.1489527921024703,0.6406345332519825,-1.5697709757915652,-1.753333333333329,0.21212121212121213,31,-1.1381764119621898,-0.7379494426126509,1.3266651159251386,0.6708504652672698,-2.9837854637696033,-2.788938785157169,0.22580645161290322,31,-0.9804972734172239,-1.206194778119729,1.8983861671807183,1.036668951336539,-3.6573467050116184,-3.097834676782052,0.3548387096774194,16,0.9522093127678906,-0.236350744504854,3.7344647405813793,2.5047011957292864,-3.2429730760260003,-3.202393878809345,0.4375,0.42857142857142855,1.6666666666666667,3.129032258064516,7.0625,,,GE_P90
momentum_continuation,DIAGNOSTIC,EXTENSION_PERCENTILE_BUCKET,40,36,-0.6741288081650852,-1.2454369765943718,1.3715356394978389,0.9437845466305994,-2.0271310254115247,-1.6902598277032388,0.3333333333333333,33,-0.8280597674269329,-1.888822474596552,2.128287506361986,1.2838801711840375,-3.1892465079929764,-2.815000000000001,0.36363636363636365,28,-1.327490983483062,-2.6284840644478447,2.857300448117173,2.093575631936828,-3.9678435165097037,-4.009651524492081,0.35714285714285715,14,0.3896181918149476,1.2237165927442173,5.363792515062282,5.171099288605419,-4.847721627175992,-4.504476879676189,0.5,0.7142857142857143,4.8,2.357142857142857,5.214285714285714,,,P50_TO_P80
momentum_continuation,DIAGNOSTIC,EXTENSION_PERCENTILE_BUCKET,33,28,-1.1148630582022212,-0.8798611445486215,1.0448510359147687,0.921452336178219,-1.5784040408433964,-1.1866314007694723,0.21428571428571427,24,-1.5261479687591322,-0.772423571668357,1.316974998567925,1.2755706500276354,-3.0710594027820797,-3.047366153887654,0.2916666666666667,22,-2.270776020606071,-1.7132618356382856,1.4057869629107682,1.5761743168422937,-4.030557855922003,-3.493661085841482,0.13636363636363635,9,-2.3274859682877604,-4.1257367387033455,2.5343355004008576,1.998845810817884,-4.762385363320359,-4.223968565815328,0.3333333333333333,0.0,,1.7727272727272727,5.0,,,P80_TO_P90
momentum_continuation,DIAGNOSTIC,TRIGGER_STATE,62,53,-0.2242591625816254,-0.2729443875810422,1.3679457870049874,0.921452336178219,-1.4686796054509357,-1.309856130556153,0.3584905660377358,47,-0.5843526242198712,-0.3872019563888274,1.9209054048358687,1.2755706500276354,-2.618925182284685,-2.771550845730586,0.3617021276595745,45,-0.7715346742864685,-1.332560834298957,2.3415185473473445,1.2755706500276354,-3.386680946045701,-3.097834676782052,0.3333333333333333,19,1.4844744340697418,1.1853959222380084,4.887076373634393,3.058288161681056,-3.0224033200131393,-3.097834676782052,0.5789473684210527,0.7,3.7142857142857144,2.3555555555555556,6.105263157894737,,,beyond_trigger
momentum_continuation,DIAGNOSTIC,TRIGGER_STATE,56,41,-1.4725293528428334,-1.6933564163600925,1.0408874874364662,0.9437845466305994,-2.1115460185409773,-2.044235924932969,0.14634146341463414,38,-1.738760193782958,-1.4290949065591807,1.350418730821353,0.9437845466305994,-3.6897113868664717,-3.7030667376588164,0.23684210526315788,36,-2.300088197886171,-2.5282633005933532,1.7892600634247091,1.5761743168422937,-4.465249904884985,-4.028292322542043,0.25,20,-1.423119213610971,-2.2957867815989355,3.239954973236413,2.3693654076385684,-5.259573859325674,-4.576856649395511,0.3,0.1,3.0,2.6666666666666665,5.75,,,extended_beyond_trigger
momentum_continuation,DIAGNOSTIC,TRIGGER_STATE,3,3,-1.258556502942243,-1.258556502942243,0.4563468235859291,0.4563468235859291,-1.520355470157331,-1.5203554701573307,0.0,3,-1.8998438813498275,-1.8998438813498275,0.4563468235859291,0.4563468235859291,-2.7164645130299037,-2.716464513029904,0.0,0,,,,,,,,0,,,,,,,,,,,,,,freshly_triggered
momentum_continuation,DIAGNOSTIC,STAGE,7,7,0.29171588102091367,-0.9167237834132868,2.357267859546,1.9777777777777887,-0.8142708707162366,-1.396504455106229,0.42857142857142855,7,0.0307764133672158,-0.6768334475668158,2.4421434731735525,1.9777777777777887,-1.7479871688570046,-2.321795750514044,0.2857142857142857,7,-0.2864145578773442,-1.4136394790952744,3.144281568219255,1.9777777777777887,-3.0131895280190935,-2.321795750514044,0.2857142857142857,2,9.926168990976205,9.926168990976205,10.137114731044194,10.137114731044194,1.2305168170631653,1.2305168170631653,1.0,1.0,1.0,3.0,10.0,,,Stage 1
momentum_continuation,DIAGNOSTIC,STAGE,104,81,-0.8174618861778717,-1.1117752540346748,1.2148704975705766,0.9437845466305994,-1.731268907723565,-1.5203554701573307,0.25925925925925924,72,-1.2234587804991763,-1.3403141361256532,1.5768616378035736,0.9861017253485871,-3.090127105482065,-2.788938785157169,0.2638888888888889,65,-1.4713412893988482,-1.6823376247649402,2.0496444318945306,1.4257757897679468,-3.8632862679881224,-3.566333808844513,0.3076923076923077,35,-0.8008488001956202,-0.6282722513088923,3.6356948886198097,2.497234076181432,-4.555662111453985,-4.223968565815328,0.37142857142857144,0.25,3.75,2.3692307692307693,5.685714285714286,,,Stage 2
momentum_continuation,DIAGNOSTIC,STAGE,10,9,-1.3180785532164248,-1.6933564163600925,0.1823520940976141,0.5004328067517827,-2.560199404325467,-2.268414697257193,0.1111111111111111,9,-1.2625994493072963,0.1190476190476186,1.3709404483536511,0.6708504652672698,-4.080316447854236,-2.815000000000001,0.5555555555555556,9,-2.208905527858523,-2.5643800043280707,1.6160930959156383,0.7142857142857117,-4.549300559172709,-2.815000000000001,0.2222222222222222,2,3.9599999999999858,3.9599999999999858,5.065000000000008,5.065000000000008,-2.815000000000001,-2.815000000000001,1.0,1.0,6.0,3.0,6.0,,,Unknown
momentum_continuation,DIAGNOSTIC,VOLUME_PERCENTILE_BUCKET,45,42,-0.7929175852440544,-1.2454369765943718,1.2188112290886706,0.9672616099255182,-1.7987902582328954,-1.6600587544065848,0.3333333333333333,35,-1.40306824900291,-1.4653746159300485,1.7180784211851772,1.2755706500276354,-3.3181061043307634,-3.4649044472227275,0.4,31,-1.1456267400751465,-1.9627201642840264,2.350696284524021,1.5761743168422937,-3.961233527207385,-3.874345549738223,0.3548387096774194,17,-0.7026870317760393,-0.6282722513088923,3.854459858904181,1.998845810817884,-4.396701367412596,-4.223968565815328,0.35294117647058826,0.3,4.0,2.6774193548387095,5.823529411764706,,,P0_25
momentum_continuation,DIAGNOSTIC,VOLUME_PERCENTILE_BUCKET,19,14,-0.23341647215870953,-0.8534850640113945,1.6893731628567905,0.8310486634681258,-1.3992882016547254,-1.330463386080066,0.2857142857142857,14,-0.044810299205684787,-0.181760708076506,1.9445269057629841,0.8995887594242635,-2.401598866357883,-2.770341234978341,0.35714285714285715,14,-2.088693209220025,-1.1790253581967725,2.3463085316251218,1.639552997289595,-4.002689624145583,-3.097834676782052,0.42857142857142855,8,0.08090612337399161,1.1853959222380084,4.444364204404321,3.88721632669613,-5.291984972305771,-4.045424333442399,0.625,,,3.142857142857143,7.125,,,P25_50
momentum_continuation,DIAGNOSTIC,VOLUME_PERCENTILE_BUCKET,32,30,-1.1211955380396064,-1.258556502942243,0.9933368200295756,0.921452336178219,-1.7471412458850621,-1.6670454750419839,0.1,28,-1.0779924116664605,-0.8490566037735792,1.232598946788537,0.9326184414044092,-2.902757881737332,-2.673146186791242,0.14285714285714285,25,-1.0971338544803075,-1.6823376247649402,1.6146054210504204,0.9437845466305994,-3.221810514314984,-3.493661085841482,0.16,10,0.45333531543411165,-0.8934713882502221,3.8392890891371585,2.7852282384790987,-3.4785005852003215,-4.576856649395511,0.4,0.2857142857142857,1.0,1.96,5.3,,,P50_75
momentum_continuation,DIAGNOSTIC,VOLUME_PERCENTILE_BUCKET,8,6,-0.19580440473418262,-0.0750000000000028,1.2937976447261317,1.7523268799351728,-1.9754949000767705,-2.211111111111108,0.3333333333333333,6,-0.23121750251029458,0.024423826677333338,2.7649212953787115,2.656388888888894,-3.1906832806658443,-3.435277777777779,0.5,6,-0.8876640786333377,-0.878270013677801,3.0390879620453757,3.06763888888889,-4.468461058443618,-3.5184431053396192,0.5,3,2.5481364829396225,3.9599999999999858,4.76774278215224,5.065000000000008,-2.2703674540682375,-2.815000000000001,0.6666666666666666,1.0,5.0,2.8333333333333335,5.0,,,P75_90
momentum_continuation,DIAGNOSTIC,VOLUME_PERCENTILE_BUCKET,17,5,-0.9308093664287066,-2.156287735035367,0.8284735591907877,0.5433845092289058,-1.9136079627182778,-2.268414697257193,0.4,5,-3.5862333800863455,-2.0847810979847226,0.9018173129481475,0.5433845092289058,-4.2540983308336795,-3.941229028094906,0.0,5,-4.002354152315126,-2.674394956274162,1.0924258704781795,0.6406345332519825,-5.39154317158251,-3.941229028094906,0.0,1,-1.1367020748535794,-1.1367020748535794,3.876700089347773,3.876700089347773,-3.941229028094906,-3.941229028094906,0.0,,,1.8,7.0,,,P90_100
momentum_continuation,DIAGNOSTIC,MARKET_REGIME,18,5,-1.1679016895242733,-1.1400000000000077,0.26206293323805413,0.684523809523796,-2.5880334879581657,-2.3964825820167235,0.2,5,-0.13324281946020422,0.2468198215302752,1.4602133410821416,0.7344059525535185,-3.200868813113446,-2.8748127747982744,0.8,5,0.07511875422031133,-0.9787017024066812,2.8232981757858555,2.061830633606143,-3.5888559195001983,-3.9039474319949807,0.4,0,,,,,,,,,,4.2,,,,Bull trend
momentum_continuation,DIAGNOSTIC,MARKET_REGIME,7,7,0.054897490383395586,-0.3576072821846687,1.5528858747099166,1.1094452773613206,-2.1549176827562397,-0.8395802098950522,0.42857142857142855,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,Choppy
momentum_continuation,DIAGNOSTIC,MARKET_REGIME,96,85,-0.8303515597326051,-1.2454369765943718,1.227835745620677,0.921452336178219,-1.6582338945937312,-1.5667841754798406,0.24705882352941178,83,-1.1875997379377687,-1.3403141361256532,1.634535416431859,0.9437845466305994,-3.077633322190706,-2.788938785157169,0.26506024096385544,76,-1.5512872268144051,-1.7132618356382856,2.0482263951972466,1.321975824696553,-3.8842810467159867,-3.479282766532105,0.2894736842105263,39,-0.00659923140754697,-0.274375961988893,4.042398732404659,2.512168315277141,-4.169670263250336,-4.223968565815328,0.4358974358974359,0.4,3.625,2.3815789473684212,5.923076923076923,,,Distribution
momentum_continuation,DIAGNOSTIC,EQ_BUCKET,32,26,-0.8400541100284312,-1.430010449089708,1.172363942194924,1.0392540808267348,-1.7833799931509988,-1.8684251844873545,0.23076923076923078,22,-1.9808850524950472,-1.3403141361256532,1.427443096549753,1.0284189040665748,-3.3780480638911556,-2.4272854033881464,0.18181818181818182,22,-1.7605846960464697,-2.492146596858636,1.8873799648755805,1.6666666666666607,-4.081586543905674,-3.5031683005961822,0.2727272727272727,12,-1.2759828014126071,-0.6282722513088923,3.056940889108064,2.512168315277141,-4.791659223957427,-5.008159501847814,0.3333333333333333,0.14285714285714285,3.0,2.590909090909091,5.166666666666667,,,5_TO_7
momentum_continuation,DIAGNOSTIC,EQ_BUCKET,76,70,-0.743065844394627,-0.8534850640113945,1.2236866139898614,0.8577413128661338,-1.695219477279011,-1.5192930967044938,0.2714285714285714,65,-0.8241960014347703,-0.6957905395631347,1.7101035300707932,0.9437845466305994,-2.9721480519030075,-2.815000000000001,0.3384615384615385,58,-1.3376409892353651,-1.6823376247649402,2.187918382904279,1.2838801711840375,-3.7829914854120035,-3.479282766532105,0.3103448275862069,26,0.622735602573482,0.10794107771930905,4.503598454043738,2.5063897910584947,-3.8913846365838114,-3.446662434022624,0.5,0.5384615384615384,3.7142857142857144,2.4310344827586206,6.230769230769231,,,GE_7
momentum_continuation,DIAGNOSTIC,EQ_BUCKET,13,1,-2.179092623845935,-2.179092623845935,0.4070286905589082,0.4070286905589082,-3.941229028094906,-3.941229028094906,0.0,1,-2.0847810979847226,-2.0847810979847226,0.4070286905589082,0.4070286905589082,-3.941229028094906,-3.941229028094906,0.0,1,-1.206194778119729,-1.206194778119729,1.3600714782090684,1.3600714782090684,-3.941229028094906,-3.941229028094906,0.0,1,-1.1367020748535794,-1.1367020748535794,3.876700089347773,3.876700089347773,-3.941229028094906,-3.941229028094906,0.0,,,4.0,7.0,,,LT_5
momentum_continuation,DIAGNOSTIC,RSI_BUCKET,100,89,-0.870767479236417,-1.1117752540346748,1.148789281207614,0.8844339622641417,-1.7897194065942132,-1.753333333333329,0.24719101123595505,80,-1.1045434598552806,-0.8490566037735792,1.569021019127429,0.9437845466305994,-3.1217988484551285,-2.815000000000001,0.3,76,-1.515376684676441,-1.7132618356382856,1.9665434420878698,1.2838801711840375,-3.8817634130980796,-3.479282766532105,0.27631578947368424,35,0.05776595185424875,-0.236350744504854,3.8901244341492234,2.512168315277141,-4.08998800391535,-3.941229028094906,0.45714285714285713,0.4,3.625,2.5,6.2,,,60_TO_70
momentum_continuation,DIAGNOSTIC,RSI_BUCKET,3,2,-0.6692141097618343,-0.6692141097618343,1.7201711168886913,1.7201711168886913,-0.9147813696976703,-0.9147813696976703,0.5,2,-1.05127246362815,-1.05127246362815,2.171709497651053,2.171709497651053,-4.017164212864338,-4.017164212864338,0.0,2,-0.6734239402536701,-0.6734239402536701,4.295515021120555,4.295515021120555,-5.616866593816722,-5.616866593816722,0.5,1,7.481885960306633,7.481885960306633,9.765830095558115,9.765830095558115,-5.439462354300117,-5.439462354300117,1.0,,,2.5,7.0,,,70_TO_75
momentum_continuation,DIAGNOSTIC,RSI_BUCKET,12,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,75_TO_80
momentum_continuation,DIAGNOSTIC,RSI_BUCKET,6,6,0.4669375465592929,-0.7657504452616426,1.8106609842770345,0.8176574710825446,-1.3099803888785564,-1.5203554701573307,0.3333333333333333,6,-1.4618284384095144,-1.8998438813498275,2.183734290626434,0.8176574710825446,-2.2782789175428166,-2.716464513029904,0.3333333333333333,3,-0.3355865169587931,1.3522629706856248,3.911121757666939,5.277198577210829,-2.3006288549428136,-0.9413712743775228,0.6666666666666666,3,-3.2536881000332216,-4.124248742794057,3.911121757666939,5.277198577210829,-4.676032591808592,-4.504476879676189,0.0,,,2.3333333333333335,2.3333333333333335,,,LT_60
