missing_state,N,rate,mean_raw_TCS,mean_confidence_adjusted_TCS,mean_rank_delta,N_5d,N_10d,mean_return_5d,median_return_5d,std_return_5d,mean_return_10d,median_return_10d,std_return_10d,mean_MFE_5d,median_MFE_5d,mean_MAE_5d,median_MAE_5d,mean_MFE_10d,median_MFE_10d,mean_MAE_10d,median_MAE_10d,positive_5d_rate,positive_10d_rate,target_hit_5d_rate,stop_hit_5d_rate,target_hit_10d_rate,stop_hit_10d_rate,MFE_MAE_ratio_5d,evidence_strength
missing_htf,0,0.0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE_ONLY
missing_sector,2851,0.4875170998632011,6.478687162399158,6.222809470361277,-0.008049501195011133,1958,1217,0.8423978258426966,0.33115550000000005,4.255309676634706,1.7194914453574361,1.168837,4.732527033624844,3.7799851399387125,2.639087,-2.518695292134831,-2.191859,5.456923581758422,4.071765,-3.036083575184881,-2.672148,0.5510725229826353,0.6162695152013147,0.2904794996525365,0.3134120917303683,0.4786995515695067,0.3811659192825112,1.5007711142123983,STRONGER_AGGREGATE
missing_leadership,0,0.0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE_ONLY
unknown_regime,0,0.0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE_ONLY
low_confidence,1947,0.3329343365253078,5.4388770929635335,5.2194385208012335,-0.04526040448070868,1491,1082,1.465657836351442,0.830654,4.539053891135675,2.8892656876155267,2.001244,5.1048778257853344,4.514741482897384,3.24833,-2.5327459973172366,-2.074967,6.446622887245841,4.920234000000001,-2.89726120702403,-2.494396,0.6170355466130114,0.7060998151571165,0.34121929026387626,0.24749772520473157,0.5633626097867002,0.2810539523212045,1.782548067464933,STRONGER_AGGREGATE
error_confidence,0,0.0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,DESCRIPTIVE_ONLY
