candidate,split,selection,eligible_N,N,N_1d,mean_return_1d,median_return_1d,mean_MFE_1d,median_MFE_1d,mean_MAE_1d,median_MAE_1d,hit_rate_1d,N_3d,mean_return_3d,median_return_3d,mean_MFE_3d,median_MFE_3d,mean_MAE_3d,median_MAE_3d,hit_rate_3d,N_5d,mean_return_5d,median_return_5d,mean_MFE_5d,median_MFE_5d,mean_MAE_5d,median_MAE_5d,hit_rate_5d,N_10d,mean_return_10d,median_return_10d,mean_MFE_10d,median_MFE_10d,mean_MAE_10d,median_MAE_10d,hit_rate_10d,target_before_stop_rate_10d,mean_time_to_target,mean_time_to_MFE_5d,mean_time_to_MFE_10d,spearman_5d,spearman_10d,bootstrap_clusters,bootstrap_mean_ci_low,bootstrap_mean_ci_high
V5_STRENGTH_GATE_6.0,holdout,ALL_ELIGIBLE,682,682,682,0.22340499952932621,-0.0019895951595739004,1.4818899732988706,0.9634269191495015,-1.3992523320579056,-1.2723845428840752,0.5,682,0.775854094791471,0.4536290322580738,2.69858687768766,2.00533791038241,-2.1582187006497553,-1.8992955909209568,0.6055718475073314,682,1.6305894559472567,1.4428973844677009,3.780919097813894,3.230460682908254,-2.445143826651793,-2.0915718641995875,0.6510263929618768,682,2.06162037285032,1.1853959222380084,5.273338942065411,4.1647239960356135,-3.1844974301484266,-2.802101576182148,0.658357771260997,0.5673758865248227,5.042857142857143,3.495601173020528,6.353372434017595,-0.002062830025646731,0.039271189505562305,2,1.371613825008834,2.3315126309871177
V5_STRENGTH_GATE_6.0,holdout,TOP_10_PCT,682,70,70,-0.20422240912823486,-0.5089706069474564,0.920852549093853,0.7491226928872718,-1.5066929302005183,-1.3701758392327013,0.4142857142857143,70,0.25253959446006946,-0.017430407617519156,1.8554584808201218,1.5727067430929664,-2.033063108845456,-1.8531148045261236,0.5,70,0.8480275911910405,0.9885967368971516,2.7769850359474715,2.769736879369522,-2.2240690461677626,-1.9306126349995176,0.6857142857142857,70,1.5492639326127349,1.011674896557857,4.402159545804242,3.104056593230098,-3.2392286506546832,-3.085202620317473,0.7142857142857143,0.4888888888888889,6.56,3.5428571428571427,6.9,-0.002062830025646731,0.039271189505562305,2,0.3917650415912633,2.0727323295904427
V5_STRENGTH_GATE_6.0,holdout,TOP_20_PCT,682,139,139,-0.011871499224680256,-0.349428208386271,1.2807762230701851,0.7676227682396064,-1.3132268245273016,-1.2687813021702854,0.4172661870503597,139,0.7107322995790727,0.4745521414165177,2.3944819532680484,2.1208769761238644,-1.924667676293537,-1.618199802176068,0.6474820143884892,139,1.4359876495157677,1.807714450201514,3.3573000474068038,2.993241068554875,-2.1506763013138293,-1.7613386173491952,0.7338129496402878,139,2.041500381504928,1.1853959222380084,4.738802459121406,4.071764855579585,-2.871947803804592,-2.33100233100233,0.6834532374100719,0.5714285714285714,5.509090909090909,3.741007194244604,6.741007194244604,-0.002062830025646731,0.039271189505562305,2,1.0869686727086576,2.3981480720650983
V5_STRENGTH_GATE_6.0,validation,ALL_ELIGIBLE,404,404,404,-0.06752567102178844,-0.4557311574877987,1.9370408275522117,1.1798513986014059,-1.5772338443950369,-1.4029233631835,0.37623762376237624,404,0.7066012655732977,0.0683110371452744,3.299421200964884,2.0581317489997697,-2.320535979191223,-2.1715884882866243,0.504950495049505,404,1.4610452781033592,0.7980533228670317,4.1704197869989335,2.7448753609960574,-2.7459182517467804,-2.4514426922941035,0.6435643564356436,404,1.558349636873693,0.6857623336264163,5.680773823260893,4.084610044389903,-3.3409085439560626,-2.9941968585557923,0.5445544554455446,0.48872180451127817,4.419753086419753,2.9603960396039604,5.955445544554456,-0.04381357091310182,-0.051967963479069845,1,,
V5_STRENGTH_GATE_6.0,validation,TOP_10_PCT,404,42,42,0.10058578799386766,-0.2368104351876843,2.200821433919375,1.1956521739130643,-1.1479917857742048,-1.033897226167596,0.3333333333333333,42,0.4040168531705727,0.1876040616279439,2.879769985409214,1.697670080309921,-1.9360277129654833,-2.4984227129337566,0.5238095238095238,42,0.6683806481353003,0.3115441983266964,3.1320766683659436,1.9813816966023134,-2.121933384039193,-2.724676958815276,0.5952380952380952,42,0.5682279531236151,0.825134902570257,4.57670065682738,4.70573738538993,-2.9027217486089265,-2.870981602281164,0.5476190476190477,0.6071428571428571,4.529411764705882,2.6904761904761907,6.190476190476191,-0.04381357091310182,-0.051967963479069845,1,,
V5_STRENGTH_GATE_6.0,validation,TOP_20_PCT,404,82,82,0.10403129127288996,-0.4161833936003223,2.20782996462717,1.1956521739130643,-1.0171418189503416,-1.014954164572246,0.35365853658536583,82,0.5649979092784821,0.1876040616279439,3.0550828050077588,1.998845810817884,-1.7471276288745212,-1.9343210625558047,0.5121951219512195,82,1.0938020460090938,0.570003562522281,3.5604687827029062,2.546682712838222,-2.0483773059061776,-2.459555665593327,0.5853658536585366,82,1.474413154484799,1.1833928335316823,5.242432189013854,4.403736064380759,-2.8171244686627395,-2.834256985605416,0.5853658536585366,0.5471698113207547,3.806451612903226,2.731707317073171,6.5,-0.04381357091310182,-0.051967963479069845,1,,
V5_STRENGTH_GATE_6.5,calibration,ALL_ELIGIBLE,759,759,759,0.30833398517515725,0.1689760054072397,1.8912937689815572,1.6002032004064135,-1.301862464283113,-1.0075566750629703,0.546772068511199,759,0.9098938644255835,0.6401795142555455,3.8561522299706548,2.6567944250871056,-2.5144227313164014,-1.8941393875396064,0.5533596837944664,759,0.8655683719807055,0.4992511233150143,4.789637885130266,3.317341446290678,-3.1633899935639476,-2.338435374149661,0.5757575757575758,759,2.603030924726566,1.8455473929403388,6.367070008000764,4.893644786637097,-3.6657834104321307,-2.877749214510139,0.6693017127799736,0.6041055718475073,4.1645569620253164,2.903820816864295,5.877470355731226,0.018059385984247948,0.10171147951187852,3,0.5117831630094468,1.8786070151978218
V5_STRENGTH_GATE_6.5,calibration,TOP_10_PCT,759,80,80,0.35260612793663265,-0.26950868379921333,1.5244240908345108,1.4784514296052986,-0.969570173324111,-0.9074152842761918,0.425,80,0.6380137620615519,-0.0998502246630006,2.977900032180313,2.2934468925529083,-2.1700565419907463,-2.243088158581119,0.4875,80,1.2501419702783796,0.4992511233150143,4.442849936326621,3.237410071942448,-2.5481279389893094,-2.3806087740887105,0.575,80,3.067708982105079,1.9491809175676498,5.893689812640226,4.617272578100473,-2.9503043834072735,-2.5389087335859095,0.6625,0.5757575757575758,5.681818181818182,2.9125,6.5375,0.018059385984247948,0.10171147951187852,2,-0.6433235014100661,2.512452284737344
V5_STRENGTH_GATE_6.5,calibration,TOP_20_PCT,759,157,157,0.13094342334412476,-0.0581540250893186,1.4741701860206815,1.5247067431916284,-1.4317176223333234,-0.9899683210137232,0.49044585987261147,157,0.3887733336333181,-0.0998502246630006,2.9722653637119576,2.125320630267513,-2.651659419141176,-2.436414001510956,0.4840764331210191,157,0.7718313129696132,0.7632691404415359,4.188610495794562,2.3618911060660386,-3.212100607933861,-2.559688077575517,0.5605095541401274,157,3.4635273173551826,2.50248121366794,6.359911929227011,5.3124268663702345,-3.6556744361882494,-3.0540012135104155,0.6878980891719745,0.5616438356164384,5.346153846153846,2.8535031847133756,6.7006369426751595,0.018059385984247948,0.10171147951187852,3,-3.3622562409612087,2.0641084758632307
V5_STRENGTH_GATE_6.5,holdout,ALL_ELIGIBLE,565,565,565,0.21603497020772744,-0.0155908949173722,1.5508509586546309,0.9840992825286056,-1.4480267977629946,-1.3121226196005642,0.49557522123893805,565,0.7587621469879235,0.3568445827955457,2.782112276725635,2.0020020020020013,-2.274042763741464,-2.001326846528084,0.5946902654867257,565,1.642096123766501,1.267576930915015,3.8795749437257365,3.2628166851488505,-2.554374919087899,-2.215705441511895,0.6389380530973451,565,1.929017334452857,0.9438135968146132,5.2528562524857065,4.160044872394142,-3.315817955609913,-2.9725459213904903,0.6336283185840708,0.5406162464985994,4.8201754385964914,3.4424778761061945,6.130973451327433,-0.006723311033449407,0.06222981587879051,2,1.4065927583034579,2.3056427683481817
V5_STRENGTH_GATE_6.5,holdout,TOP_10_PCT,565,57,57,-0.22715663322251645,-0.5753595997498584,0.9324499304830817,0.7306226175349373,-1.4942442857183702,-1.353578567170466,0.42105263157894735,57,-0.0661556146459366,-0.181760708076506,1.640819899702202,1.6057774001699163,-2.0926009650764774,-2.022700814901046,0.43859649122807015,57,0.3227464366923592,0.1106369527422268,2.5321187325200847,2.6891807379612054,-2.3271696600336953,-2.022700814901046,0.6140350877192983,57,1.158843016529876,0.745484086781989,3.7966555609854105,2.9344035791828205,-3.3874496339379916,-3.097834676782052,0.7192982456140351,0.3611111111111111,7.3125,3.543859649122807,6.701754385964913,-0.006723311033449407,0.06222981587879051,2,-0.2072199376081479,1.8066522847337791
V5_STRENGTH_GATE_6.5,holdout,TOP_20_PCT,565,114,114,0.0017129681608194737,-0.37106430054332784,1.364877368531726,0.7676227682396064,-1.3343857338597418,-1.2975615332566472,0.4298245614035088,114,0.6598078398196981,0.3542003542003513,2.4360129166371403,2.1031669967840116,-1.9951803830164012,-1.59499624773205,0.6228070175438597,114,1.2541826299248076,1.6195469209973279,3.3438787283624887,2.9344035791828205,-2.254445655700845,-1.909046444681905,0.7105263157894737,114,1.8809667558955097,1.3553389974750418,4.661374407411496,4.006868125901386,-2.9417967194655885,-2.5147667587216818,0.6754385964912281,0.5,5.309523809523809,3.7280701754385963,6.719298245614035,-0.006723311033449407,0.06222981587879051,2,0.9252029045314245,2.1753258610262813
V5_STRENGTH_GATE_6.5,validation,ALL_ELIGIBLE,342,342,342,0.023321124274608855,-0.4687499999999955,2.0496092606986664,1.2544802867383575,-1.5450033017681348,-1.3995967263669915,0.391812865497076,342,0.7696086990576666,-0.0540540540540535,3.4271764153048805,2.1109271523178874,-2.279099802119959,-2.1903607407097736,0.49707602339181284,342,1.6473184149930697,1.0840633015535062,4.352190479413817,2.9127829560585905,-2.6833157588734617,-2.464819765563031,0.6608187134502924,342,1.4981348703480544,0.8672798948751836,5.805769115112988,4.14461931093153,-3.2810076328983393,-3.078302450687387,0.543859649122807,0.48717948717948717,4.347222222222222,2.953216374269006,5.912280701754386,-0.0704765828751931,-0.042331553984788176,1,,
V5_STRENGTH_GATE_6.5,validation,TOP_10_PCT,342,36,36,0.2590990683689667,-0.2368104351876843,2.3301636259478617,1.1785742842173375,-0.9833461086333232,-1.033897226167596,0.3611111111111111,36,0.3389171673860174,-0.2411361402333889,2.9808704051087336,1.6406136572617802,-1.8407906928802085,-2.6147004869016555,0.4444444444444444,36,0.7310006641830645,0.3115441983266964,3.2465529963859465,1.6406136572617802,-2.038911873697435,-2.7278276098424152,0.6111111111111112,36,0.38829514575988705,0.4668769716088317,4.561022219948241,5.065000000000008,-2.949831632362124,-3.0201572665797647,0.5277777777777778,0.64,4.4375,2.75,5.611111111111111,-0.0704765828751931,-0.042331553984788176,1,,
V5_STRENGTH_GATE_6.5,validation,TOP_20_PCT,342,70,70,0.21295546841541088,-0.4907836537580257,2.268023723731993,1.0569583088667178,-0.9312900045057647,-1.037735849056609,0.34285714285714286,70,0.5846517640184824,0.0688043098201252,3.2446383448653884,2.1604977733803654,-1.6529598343092,-1.940584571154769,0.5,70,1.1658145024404736,0.3115441983266964,3.7511571215566164,2.810550436009196,-1.9998190514840093,-2.5035936751317767,0.5571428571428572,70,1.3886300065861228,1.1953788797902876,5.144831283658204,4.7530288909599205,-2.7561311989084936,-2.815000000000001,0.6142857142857143,0.5531914893617021,3.642857142857143,2.6857142857142855,6.271428571428571,-0.0704765828751931,-0.042331553984788176,1,,
V5_STRENGTH_GATE_7.0,calibration,ALL_ELIGIBLE,585,585,585,0.15714032573856593,0.1248559354590783,1.7336571277098929,1.564689397477825,-1.413386163203456,-1.0553745928338798,0.5333333333333333,585,0.46441312906322496,0.1896878772202237,3.4544180892485516,2.5906735751295207,-2.6648420237444927,-2.053504144687257,0.5162393162393163,585,0.26393684334819933,0.2226179875334022,4.24343533281086,3.075644222776397,-3.3392865901085584,-2.4694009018681573,0.5435897435897435,585,2.119255882833134,1.5092879256966008,5.815711680409708,4.53579021970234,-3.858984137353223,-3.1191515907673217,0.6444444444444445,0.5543071161048689,4.426136363636363,2.825641025641026,6.042735042735043,-0.0007941328604144374,0.09842315888341546,3,0.01578681537301129,1.9268705570652618
V5_STRENGTH_GATE_7.0,calibration,TOP_10_PCT,585,63,63,0.46985266915471174,-0.1085776330076226,1.5423113914504931,1.4717983683257607,-0.9505147499638261,-0.8549715009499637,0.42857142857142855,63,0.731921556338227,-0.1090878576822995,3.1767956822556878,2.5466985230234496,-2.1652457786863137,-2.489064778171224,0.4444444444444444,63,0.42583823978328417,0.2823631624674361,3.922677224837521,3.237410071942448,-2.4330647444270124,-2.518129389596302,0.5555555555555556,63,2.2529097573251256,1.593418037908756,5.076243244820258,4.138274887817839,-2.9051176483117978,-2.788938785157169,0.6190476190476191,0.4782608695652174,5.666666666666667,2.7777777777777777,6.571428571428571,-0.0007941328604144374,0.09842315888341546,2,-1.0876418510740833,1.4215488258736575
V5_STRENGTH_GATE_7.0,calibration,TOP_20_PCT,585,122,122,0.10457894416762527,-0.07798763948996805,1.3621331119852562,1.5104711644100655,-1.5790743001376153,-1.0655079854172356,0.48360655737704916,122,0.190551170565808,-0.1579778830963607,2.871495662802669,2.1294624487380283,-2.8400241618190067,-2.547140552816113,0.4426229508196721,122,-0.1614775353356145,0.0783085356303781,3.4588812195199985,2.3608155265461335,-3.4366105503209603,-2.785936057732652,0.5245901639344263,122,2.777921908672651,2.4845739401673006,5.695806848631527,5.3124268663702345,-3.8922738030574333,-3.2271344163164017,0.639344262295082,0.4909090909090909,5.783783783783784,2.7540983606557377,6.975409836065574,-0.0007941328604144374,0.09842315888341546,3,-3.221593382673049,0.769310019844738
V5_STRENGTH_GATE_7.0,holdout,ALL_ELIGIBLE,461,461,461,0.1748639996130211,0.0116117045982244,1.5173027199261702,0.9996667777407486,-1.47031748786513,-1.2704174228675202,0.5032537960954447,461,0.8029105414813605,0.453195811845597,2.7864736043564595,2.0086738187628184,-2.309707002181999,-1.9306126349995176,0.6052060737527115,461,1.7473008492196278,1.267576930915015,3.9499320350820817,3.2628166851488505,-2.5454424375811344,-2.1089790007241094,0.6355748373101953,461,1.7773924353145085,0.745484086781989,5.301481187050476,4.04098994586235,-3.38242025121735,-3.095574387947264,0.596529284164859,0.5252525252525253,4.81283422459893,3.507592190889371,5.876355748373102,-0.0071996869686363285,0.03145282746549118,2,1.5396145342301955,2.3441808469203487
V5_STRENGTH_GATE_7.0,holdout,TOP_10_PCT,461,48,48,-0.21042180530467944,-0.5753595997498584,1.0411367996682617,0.7676227682396064,-1.5095914175932823,-1.360981064128747,0.4583333333333333,48,0.16517743249366948,-0.017430407617519156,1.753386786168228,1.9964366731181626,-2.0769328026816933,-1.9306126349995176,0.5,48,0.5074240829344139,0.1106369527422268,2.723927616463104,2.769736879369522,-2.186675855032633,-1.9766567249502818,0.6666666666666666,48,1.2491934521607366,1.1853959222380084,4.044099136243303,2.9344035791828205,-3.405890156742538,-3.0725705638528944,0.75,0.3939393939393939,7.3125,3.6458333333333335,6.3125,-0.0071996869686363285,0.03145282746549118,2,0.23707709072851316,1.3184650595521161
V5_STRENGTH_GATE_7.0,holdout,TOP_20_PCT,461,93,93,-0.10025143849729962,-0.503827526948919,1.0638777525316896,0.7676227682396064,-1.5019493367190822,-1.3517862890247925,0.44086021505376344,93,0.6652042304651857,0.6447898675878028,2.2590441986423047,2.251407129455907,-2.1184438899683644,-1.5717926932880322,0.6666666666666666,93,1.37345213446059,1.2369033760186277,3.2026182365387514,2.860534124629077,-2.1899851510038153,-1.745820965474154,0.7311827956989247,93,1.5100704636603894,1.5252820727120753,4.358572651255933,3.9715719063545096,-2.9407950156011684,-2.3202341137123828,0.6666666666666666,0.509090909090909,6.0625,3.956989247311828,6.408602150537634,-0.0071996869686363285,0.03145282746549118,2,1.055406841584696,2.2878323514787833
V5_STRENGTH_GATE_7.0,validation,ALL_ELIGIBLE,268,268,268,-0.0857710242389132,-0.5659664458321612,2.021471022690111,1.3490901805734534,-1.5569006055632668,-1.4236329430438177,0.373134328358209,268,0.46719446424429323,-0.19147572296488996,3.076675388579078,1.967648163705249,-2.3681257301464673,-2.237711075867593,0.4701492537313433,268,1.2993977320951349,0.7281172644062028,4.002633304824324,2.8010664858194145,-2.7741929289278526,-2.484206720347404,0.6268656716417911,268,0.9285219725823902,0.0265048679079227,5.361629089653904,4.041045333420157,-3.4852375725209646,-3.204737163635324,0.5,0.4772727272727273,4.591836734693878,2.925373134328358,5.813432835820896,-0.0861089366319174,-0.053826815011395246,1,,
V5_STRENGTH_GATE_7.0,validation,TOP_10_PCT,268,28,28,0.5141585275405088,-0.32019195695786595,2.6858135289318925,1.239766172548551,-0.8349680718748776,-1.0756219722473093,0.42857142857142855,28,0.5184375802706372,-0.3872019563888274,3.488213869085859,3.334999999999999,-1.8061906096842688,-2.771550845730586,0.42857142857142855,28,0.884121236449032,0.26918928735800707,3.754857469247248,4.10318917563377,-1.958903029181805,-2.815000000000001,0.5714285714285714,28,-0.416918615766063,-1.9443629795041608,4.34673418554824,5.065000000000008,-2.971717952030091,-3.1966676957610183,0.42857142857142855,0.6666666666666666,2.75,2.5,4.5,-0.0861089366319174,-0.053826815011395246,1,,
V5_STRENGTH_GATE_7.0,validation,TOP_20_PCT,268,54,54,0.1483969234112113,-0.5653839139157291,2.3331255717468133,1.1956521739130643,-1.0565062544528108,-1.0566789106519592,0.37037037037037035,54,0.3145662093145444,-0.2411361402333889,3.1532242440630616,2.1604977733803654,-1.898296229991207,-2.54716981132076,0.46296296296296297,54,0.9033126431095099,-0.1164958061509624,3.5576251649910002,2.3221497359428467,-2.147703576915707,-2.7729891304347776,0.48148148148148145,54,0.8988042350715761,1.1427266036369454,4.826348691528204,4.658445879819939,-2.9189488666970553,-2.870981602281164,0.5740740740740741,0.5806451612903226,2.888888888888889,2.4814814814814814,6.148148148148148,-0.0861089366319174,-0.053826815011395246,1,,
V5_TWO_STAGE,calibration,ALL_ELIGIBLE,403,403,403,0.21138401943879284,0.1108186729464,1.805816304567378,1.6119746689694736,-1.5075158339671355,-1.1246383141343963,0.5186104218362283,403,0.8542723570276299,0.465021703959767,3.9523270822402066,2.5367785741229776,-2.7316583284636544,-2.2421016872381405,0.5409429280397022,403,0.9756615509030636,0.8940522359886183,4.95444859682975,3.317341446290678,-3.316867751539109,-2.518129389596302,0.5955334987593052,403,3.0328905070422554,2.307884577998731,6.827146000824786,5.412054120541199,-3.7573896150764345,-3.022703714849373,0.6699751861042184,0.625,4.275590551181103,2.925558312655087,6.225806451612903,-0.08328671758188502,0.0023348211871111442,3,0.2655128769311457,1.5994109755234778
V5_TWO_STAGE,calibration,TOP_10_PCT,403,42,42,0.6698563987125035,-0.1085776330076226,1.9090081952626479,1.5068362219015863,-0.7227551997315557,-0.8811933926130777,0.4523809523809524,42,0.5033201465006005,-0.1798561151079125,3.2856484810580624,2.5602942737206984,-2.375069362675737,-2.503597083883763,0.47619047619047616,42,1.004252265519321,0.7645005816852235,4.618311347672999,3.277375759116563,-2.7416344993541317,-2.527897576836613,0.5476190476190477,42,2.7560142324103145,0.9193170787415106,5.920918408125152,4.138274887817839,-3.1799424759775086,-2.836590662323568,0.5952380952380952,0.7222222222222222,5.461538461538462,2.7857142857142856,6.595238095238095,-0.08328671758188502,0.0023348211871111442,2,-1.4664286326507754,3.0452495292250528
V5_TWO_STAGE,calibration,TOP_20_PCT,403,83,83,0.2047511169252857,-0.3781611912077598,1.4424545393118449,1.2461576804851715,-1.2382394339621359,-0.9300162752848172,0.40963855421686746,83,0.3001074401693684,-0.0998502246630006,2.765161780889899,1.803305668539723,-2.5777523910245224,-2.576151716035924,0.46987951807228917,83,0.9457814366252182,0.2823631624674361,4.262205135288228,2.5466985230234496,-2.9225187710218092,-2.6694848911852143,0.5421686746987951,83,2.6372542306807523,1.11238454796736,5.662619774641803,4.138274887817839,-3.3200125820583137,-2.836590662323568,0.5903614457831325,0.5757575757575758,5.6521739130434785,2.891566265060241,6.409638554216867,-0.08328671758188502,0.0023348211871111442,2,-1.1736233140382601,2.7355010038521557
V5_TWO_STAGE,holdout,ALL_ELIGIBLE,343,343,343,0.1559227977254358,-0.056734369681155,1.4543188109039695,0.9248554913294792,-1.474023098852589,-1.353578567170466,0.49271137026239065,343,0.7495961752438691,0.2271380604384587,2.860367564163295,2.0020020020020013,-2.290158995914336,-2.084331576425502,0.5830903790087464,343,1.7035991944817874,1.5305146355461874,4.152407916058092,3.2909104601250183,-2.5706298466883246,-2.22944728286113,0.6326530612244898,343,1.823535358307911,1.0079840319361155,5.265916005302581,4.163918205804751,-3.409256558000573,-2.990933996102463,0.6530612244897959,0.4976958525345622,4.803030303030303,3.5597667638483963,6.005830903790088,-0.007941922304741065,0.11270419101415305,2,1.4110266095508905,2.5513947530883625
V5_TWO_STAGE,holdout,TOP_10_PCT,343,36,36,-0.3317662647186762,-0.2700143773889385,0.6646562043704797,0.5847953216374213,-1.4949257093379384,-1.3618772032015838,0.4444444444444444,36,-0.4219011585286694,-0.5452841762235483,1.2382036253339248,0.5847953216374213,-2.2598288186474407,-2.5563698846302274,0.3333333333333333,36,-0.00968982334893784,0.1106369527422268,2.063806839388841,2.074932795698925,-2.5719707329137362,-2.8542435127168475,0.5277777777777778,36,1.563034095351914,1.3553389974750418,3.5740053720782052,3.0405730204465797,-3.646754308615226,-3.73693191726589,0.8055555555555556,0.34782608695652173,7.909090909090909,3.4722222222222223,7.694444444444445,-0.007941922304741065,0.11270419101415305,2,-0.553796220250698,1.622629367356343
V5_TWO_STAGE,holdout,TOP_20_PCT,343,72,72,0.18658438942585326,-0.2700143773889385,1.6219607924537731,0.7863415738840418,-1.1994881741156642,-1.353578567170466,0.4444444444444444,72,0.3628043912262362,0.10111128230141375,2.492173695415199,1.8952716783361523,-2.0314175577545006,-1.5667841754798406,0.5138888888888888,72,0.8765130917753103,1.1352913476384785,3.3456079304431348,2.755738018795839,-2.408911497874414,-1.7597316421855136,0.6111111111111112,72,2.0989916507158695,1.3553389974750418,4.593531401067014,4.082501435838726,-3.12941697504751,-3.0725705638528944,0.7083333333333334,0.5652173913043478,4.9655172413793105,3.4583333333333335,7.027777777777778,-0.007941922304741065,0.11270419101415305,2,0.557799501134391,1.832653863698068
V5_TWO_STAGE,validation,ALL_ELIGIBLE,208,208,208,-0.09273742916720872,-0.5176494888742944,1.9017595457183085,1.0512609290136976,-1.652249156197923,-1.5514202758416085,0.375,208,0.695199000041713,0.0329070454932023,3.152731175099189,2.054886481567886,-2.3387057379877914,-2.208281081771429,0.5,208,1.351691872050587,1.0446807726684493,3.926801654055311,2.642317859804222,-2.6265404681761058,-2.481621239248394,0.6346153846153846,208,0.9457933630493507,0.42779083518135197,5.2843636417247035,4.120946354065613,-3.3447441751852645,-2.8865687447558406,0.5288461538461539,0.4722222222222222,4.6976744186046515,3.019230769230769,6.009615384615385,-0.11416835591592872,0.005862584017923823,1,,
V5_TWO_STAGE,validation,TOP_10_PCT,208,22,22,0.17343042283985322,-0.4016797064681388,1.9485636643513147,1.239766172548551,-1.011301964639017,-1.0756219722473093,0.3181818181818182,22,0.8006187115410826,0.11610097200796532,2.769840881802539,1.5193033372710496,-1.7636531325370621,-2.7309782608695543,0.5,22,0.997651854694134,0.8453274351556406,3.0880995547077137,1.9152814420111297,-1.8713086023392294,-2.7309782608695543,0.6363636363636364,22,-0.43528704225676607,-3.5255757081719907,3.9183844497941434,4.135023659306003,-3.0518948543399773,-4.021739130434776,0.45454545454545453,0.5625,4.444444444444445,2.727272727272727,5.181818181818182,-0.11416835591592872,0.005862584017923823,1,,
V5_TWO_STAGE,validation,TOP_20_PCT,208,42,42,0.3444971643167742,-0.2368104351876843,2.3784706047988657,1.1785742842173375,-0.9561970942608617,-0.9634397230213587,0.38095238095238093,42,0.616889200433024,0.21682054460981925,3.0309439589591087,1.697670080309921,-1.5980099687222584,-2.226201422833085,0.5238095238095238,42,1.0874219669495744,0.3115441983266964,3.401331338174113,1.9813816966023134,-1.8145525088057604,-2.5010081940327664,0.5952380952380952,42,1.0368480531490536,1.1427266036369454,4.848850056496314,4.909014445479965,-2.717515097721385,-2.815000000000001,0.5714285714285714,0.6153846153846154,4.125,2.8333333333333335,6.238095238095238,-0.11416835591592872,0.005862584017923823,1,,
