candidate,split,selection,eligible_N,N,N_1d,mean_return_1d,median_return_1d,mean_MFE_1d,median_MFE_1d,mean_MAE_1d,median_MAE_1d,hit_rate_1d,N_3d,mean_return_3d,median_return_3d,mean_MFE_3d,median_MFE_3d,mean_MAE_3d,median_MAE_3d,hit_rate_3d,N_5d,mean_return_5d,median_return_5d,mean_MFE_5d,median_MFE_5d,mean_MAE_5d,median_MAE_5d,hit_rate_5d,N_10d,mean_return_10d,median_return_10d,mean_MFE_10d,median_MFE_10d,mean_MAE_10d,median_MAE_10d,hit_rate_10d,target_before_stop_rate_10d,mean_time_to_target,mean_time_to_MFE_5d,mean_time_to_MFE_10d,spearman_5d,spearman_10d,bootstrap_clusters,bootstrap_mean_ci_low,bootstrap_mean_ci_high
V5_BASELINE,calibration,TOP_10_PCT,1176,122,122,0.0741383636621737,-0.27594695226105803,1.254929123407629,1.305672696897875,-1.5438740633870887,-1.139713251983193,0.4344262295081967,122,-0.21505051364861022,-0.23839212924859904,2.5747639976257237,1.922696308670968,-2.9472353452466202,-2.6694848911852143,0.4344262295081967,122,0.0037464928965237074,0.4992511233150143,3.4116485147714064,2.353992848629316,-3.441506166877902,-2.788938785157169,0.5491803278688525,122,2.4672339914024675,1.593418037908756,5.451383012443103,4.293125171337342,-3.939769556621967,-3.1304784315825898,0.6311475409836066,0.45454545454545453,6.314285714285714,2.8114754098360657,6.778688524590164,-0.06015487696195692,0.03140993358331467,3,-3.221593382673049,1.0696930569614747
V5_BASELINE,calibration,TOP_20_PCT,1176,239,239,0.22711387804875802,0.2074526381712793,1.6029843477489436,1.564689397477825,-1.4156706991221681,-0.9905713323605458,0.5313807531380753,239,0.6152725777161019,0.465021703959767,3.310958926220796,2.3155627355950337,-2.5088618088034518,-2.029151186053157,0.5271966527196653,239,0.6916312568445293,0.7645005816852235,4.413864585889474,3.044634939402901,-3.1900637415617066,-2.436414001510956,0.5648535564853556,239,3.262400520548958,2.50248121366794,6.441999021311931,5.371700048588246,-3.658707840847841,-2.836590662323568,0.694560669456067,0.5765765765765766,4.897435897435898,2.903765690376569,6.543933054393306,-0.06015487696195692,0.03140993358331467,3,-3.3622562409612087,1.4461447950416986
V5_BASELINE,holdout,ALL_ELIGIBLE,871,871,871,0.4104346326765814,0.1540832049306439,1.6338371041365616,1.000288544772543,-1.3405302932959675,-1.2704174228675202,0.5281285878300803,871,1.13033672065487,0.5904509823882798,3.071062251639032,2.1739130434782705,-2.017215109914607,-1.7587939698492372,0.6234213547646383,871,1.8653632383687702,1.602753195673534,4.155505966075233,3.376948239368871,-2.335333850718613,-2.022700814901046,0.6716417910447762,871,2.4878375430297934,1.6377649325626242,5.714232647621993,4.530070294194233,-3.0074138895148703,-2.623550945698594,0.6991963260619977,0.5960144927536232,4.849350649350649,3.490241102181401,6.388059701492537,-0.060450394827790424,-0.042525288645189147,2,1.5976671768856179,2.541648025273575
V5_BASELINE,holdout,TOP_10_PCT,871,88,88,0.04022655785144284,-0.2700143773889385,1.3664332996090414,0.870100870100865,-1.3531066995018293,-1.2687813021702854,0.4772727272727273,88,0.6813335770269172,0.1419446415897862,2.431217640015752,2.2211050757664386,-1.9497864987459281,-1.5692884343839364,0.5909090909090909,88,1.3139671954231922,1.1551261367148347,3.4732173872135914,2.8591115619800327,-2.250418529458592,-1.8808430496726145,0.6704545454545454,88,1.8273760632881975,1.3553389974750418,4.723695447442183,4.18318342354601,-3.12879473583575,-3.0725705638528944,0.7045454545454546,0.5555555555555556,5.606060606060606,3.772727272727273,6.6022727272727275,-0.060450394827790424,-0.042525288645189147,2,0.8244663326830816,2.5475093695282705
V5_BASELINE,holdout,TOP_20_PCT,871,176,176,0.11223973524967547,-0.0977517106549363,1.4732365084347618,0.8771073988465217,-1.2547811113813336,-1.2644223170539035,0.4772727272727273,176,1.069260229814085,0.8315014814106902,2.7482898245469367,2.244642644711381,-1.8842541758089413,-1.5469233413544117,0.6647727272727273,176,1.788802566711273,1.767330669219358,3.7720231206790045,3.200839104842823,-2.1551312864372494,-1.7127119842003713,0.7443181818181818,176,2.0055945980235026,1.1853959222380084,5.0875209893234485,4.163918205804751,-2.8941797672330645,-2.325618222357356,0.6590909090909091,0.5929203539823009,4.92,3.784090909090909,6.534090909090909,-0.060450394827790424,-0.042525288645189147,2,1.3442862011100232,2.9089838080264228
V5_BASELINE,validation,ALL_ELIGIBLE,540,540,540,0.16643416983356216,-0.29838952895693827,2.1442769926891607,1.2375276881929742,-1.4022152749216223,-1.3726542216785376,0.4185185185185185,540,1.0853692966866266,0.24387111178543197,3.7765617012273527,2.2339362641715876,-2.119483126657191,-2.089530950099683,0.5333333333333333,540,1.8997602307089656,1.212742959230828,4.681773938618431,2.947102300239224,-2.4644150972296983,-2.378860964638385,0.674074074074074,540,2.0760853208510928,1.6276347636679511,6.18548745680029,4.5307740808509305,-3.0203203802995815,-2.8663084112034776,0.5925925925925926,0.5371428571428571,4.103448275862069,3.0481481481481483,6.007407407407407,-0.10415567352699551,-0.11766721384685967,1,,
V5_BASELINE,validation,TOP_10_PCT,540,56,56,0.1279957318726878,-0.4240966340558705,2.40372094123774,1.441866821198512,-1.0978367412146885,-1.037735849056609,0.32142857142857145,56,0.3807843661528615,-0.2411361402333889,3.109636001483486,1.7106965850123612,-2.0808582918604874,-2.639074036095157,0.4642857142857143,56,1.0537948147677363,0.1048782335401288,3.556984781412754,2.546682712838222,-2.271587224634445,-2.834256985605416,0.5357142857142857,56,0.5603344816938078,1.1020603737422086,4.935479545397579,4.149026248941579,-3.200292988128512,-3.0201572665797647,0.5357142857142857,0.5294117647058824,3.210526315789474,2.5892857142857144,5.982142857142857,-0.10415567352699551,-0.11766721384685967,1,,
V5_BASELINE,validation,TOP_20_PCT,540,110,110,-0.011675240532399406,-0.39033326812748514,1.9822213305498468,1.0512609290136976,-1.1382028477752315,-1.0756219722473093,0.33636363636363636,110,0.4066543623897835,-0.07456218906600195,2.884959496279162,1.998845810817884,-1.9826176650563718,-2.0212676175204614,0.4909090909090909,110,1.1234796178473487,0.8264135248944537,3.469504163949664,2.546682712838222,-2.261289670897883,-2.4984227129337566,0.6090909090909091,110,1.1536576304534454,1.1020603737422086,5.114323421133389,4.146822779936555,-3.0327370048845785,-2.848149723521909,0.5454545454545454,0.4857142857142857,4.2,2.981818181818182,6.454545454545454,-0.10415567352699551,-0.11766721384685967,1,,
V5_EQ_HEAVY,calibration,ALL_ELIGIBLE,1176,1176,1176,0.5113582329753568,0.4170159332198109,2.067099105581801,1.624661528848148,-1.1181474332534935,-0.9085503795184413,0.5935374149659864,1176,1.4711519998675882,0.9552238805970116,4.266813270321972,2.9461756373937664,-2.1795814776487967,-1.6078979983723152,0.6113945578231292,1176,1.7635547937080402,1.1650147800382538,5.472021875250468,3.8018469934744665,-2.7264161857134,-2.0061983428625254,0.6343537414965986,1176,3.0679121200343835,2.2466039707419005,6.866105969423111,5.381017424048817,-3.1846269830518947,-2.435936012690809,0.7219387755102041,0.6875,3.8223844282238444,3.04421768707483,5.871598639455782,-0.06453512557459402,0.031107354262863356,3,1.5993903756690449,2.1219439065000456
V5_EQ_HEAVY,calibration,TOP_10_PCT,1176,122,122,-0.030773868176526255,-0.27594695226105803,1.2335651086669355,1.4487870790468538,-1.497958130115948,-1.0126822101095556,0.4344262295081967,122,-0.37948186832709047,-0.1798561151079125,2.4580265519566606,2.003250482948349,-2.897616602465426,-2.576151716035924,0.4344262295081967,122,-0.0906577601892311,0.0783085356303781,3.265102528041933,2.3568663978277726,-3.32104181673362,-2.785936057732652,0.5163934426229508,122,2.5533394037229544,2.284957488682604,5.225382500911121,4.374933082977661,-3.7963620307158363,-3.0641999593357063,0.6639344262295082,0.46296296296296297,6.428571428571429,2.7868852459016393,7.057377049180328,-0.06453512557459402,0.031107354262863356,3,-3.221593382673049,0.8861130006932308
V5_EQ_HEAVY,calibration,TOP_20_PCT,1176,239,239,0.19384766734770545,0.1108186729464,1.6112870087432485,1.564689397477825,-1.4505216754367365,-0.9918699186991842,0.5188284518828452,239,0.594325162560981,0.465021703959767,3.3056285641760867,2.359739947026229,-2.5502645797006407,-2.051418675902484,0.5313807531380753,239,0.6370889013720932,0.7645005816852235,4.402461312179966,3.044634939402901,-3.232509939448462,-2.518129389596302,0.5648535564853556,239,3.206634734892145,2.466666666666661,6.446562674325321,5.412054120541199,-3.707829508844375,-2.84913591779542,0.694560669456067,0.5688073394495413,4.802631578947368,2.8912133891213387,6.514644351464435,-0.06453512557459402,0.031107354262863356,3,-3.3622562409612087,1.31882925197809
V5_EQ_HEAVY,holdout,ALL_ELIGIBLE,871,871,871,0.4104346326765814,0.1540832049306439,1.6338371041365616,1.000288544772543,-1.3405302932959675,-1.2704174228675202,0.5281285878300803,871,1.13033672065487,0.5904509823882798,3.071062251639032,2.1739130434782705,-2.017215109914607,-1.7587939698492372,0.6234213547646383,871,1.8653632383687702,1.602753195673534,4.155505966075233,3.376948239368871,-2.335333850718613,-2.022700814901046,0.6716417910447762,871,2.4878375430297934,1.6377649325626242,5.714232647621993,4.530070294194233,-3.0074138895148703,-2.623550945698594,0.6991963260619977,0.5960144927536232,4.849350649350649,3.490241102181401,6.388059701492537,-0.06691948384216849,-0.04661492642265619,2,1.5976671768856179,2.541648025273575
V5_EQ_HEAVY,holdout,TOP_10_PCT,871,88,88,0.04426678183232549,-0.2700143773889385,1.3431228188449147,0.870100870100865,-1.3569687684057563,-1.310283795597539,0.4772727272727273,88,0.5648131660466116,0.1419446415897862,2.3016974375559998,2.0020020020020013,-1.9755769984271696,-1.5692884343839364,0.5795454545454546,88,1.1354423335622719,1.1507191994996946,3.269735148828384,2.857688999330988,-2.2762090291398334,-1.8808430496726145,0.6704545454545454,88,1.610041706019304,1.1853959222380084,4.50766797581909,4.082501435838726,-3.158373382689789,-3.0725705638528944,0.6931818181818182,0.5272727272727272,5.71875,3.772727272727273,6.556818181818182,-0.06691948384216849,-0.04661492642265619,2,0.8244663326830816,1.9191018557778308
V5_EQ_HEAVY,holdout,TOP_20_PCT,871,176,176,0.09626935384913717,-0.0977517106549363,1.4577832902979466,0.870100870100865,-1.281031180724498,-1.2687813021702854,0.45454545454545453,176,1.0342978433435508,0.6447898675878028,2.7196657286976396,2.2211050757664386,-1.9148557470419012,-1.5667841754798406,0.6420454545454546,176,1.8018452409840888,1.807714450201514,3.7685980560930714,3.200839104842823,-2.18519744852745,-1.7597316421855136,0.75,176,2.07409901552757,1.5252820727120753,5.12055396554988,4.169379066361589,-2.921745212635149,-2.325618222357356,0.6704545454545454,0.5929203539823009,5.04,3.7954545454545454,6.630681818181818,-0.06691948384216849,-0.04661492642265619,2,1.3405469694164842,2.964316885334453
V5_EQ_HEAVY,validation,ALL_ELIGIBLE,540,540,540,0.16643416983356216,-0.29838952895693827,2.1442769926891607,1.2375276881929742,-1.4022152749216223,-1.3726542216785376,0.4185185185185185,540,1.0853692966866266,0.24387111178543197,3.7765617012273527,2.2339362641715876,-2.119483126657191,-2.089530950099683,0.5333333333333333,540,1.8997602307089656,1.212742959230828,4.681773938618431,2.947102300239224,-2.4644150972296983,-2.378860964638385,0.674074074074074,540,2.0760853208510928,1.6276347636679511,6.18548745680029,4.5307740808509305,-3.0203203802995815,-2.8663084112034776,0.5925925925925926,0.5371428571428571,4.103448275862069,3.0481481481481483,6.007407407407407,-0.09531086388930805,-0.11173693893072761,1,,
V5_EQ_HEAVY,validation,TOP_10_PCT,540,56,56,0.23158081335829664,-0.4320098745114187,2.4477742088212557,1.3850037524732128,-0.9486252583169422,-1.014954164572246,0.32142857142857145,56,0.3961748456911082,-0.2411361402333889,3.1713793645149986,1.876786157087973,-1.9364069301013223,-2.2195036420442626,0.4642857142857143,56,0.9464167879313882,0.1171829225421028,3.536407179302514,2.70308832206404,-2.1865130355518523,-2.7729891304347776,0.5535714285714286,56,0.2465103681977508,-0.08069763985003031,4.787682616470711,4.403736064380759,-3.1024963601252327,-2.870981602281164,0.5,0.5428571428571428,3.45,2.7142857142857144,5.625,-0.09531086388930805,-0.11173693893072761,1,,
