candidate_id,from_action,to_action,action_changed,count,percentage,independent_dates,N,N_1d,mean_return_1d,median_return_1d,mean_MFE_1d,median_MFE_1d,mean_MAE_1d,median_MAE_1d,hit_rate_1d,N_3d,mean_return_3d,median_return_3d,mean_MFE_3d,median_MFE_3d,mean_MAE_3d,median_MAE_3d,hit_rate_3d,N_5d,mean_return_5d,median_return_5d,mean_MFE_5d,median_MFE_5d,mean_MAE_5d,median_MAE_5d,hit_rate_5d,N_10d,mean_return_10d,median_return_10d,mean_MFE_10d,median_MFE_10d,mean_MAE_10d,median_MAE_10d,hit_rate_10d,target_before_stop_rate_10d,mean_time_to_target,mean_time_to_MFE_5d,mean_time_to_MFE_10d,bootstrap_clusters_1d,mean_return_1d_ci_low,mean_return_1d_ci_high,bootstrap_clusters_3d,mean_return_3d_ci_low,mean_return_3d_ci_high,bootstrap_clusters_5d,mean_return_5d_ci_low,mean_return_5d_ci_high,bootstrap_clusters_10d,mean_return_10d_ci_low,mean_return_10d_ci_high
M2_V4_TRIGGER,AVOID,AVOID,False,167,0.028556771545827635,9,167,151,0.15042446399563614,0.05281225244258,1.826519171135635,1.425809569840486,-1.1620547200282865,-0.9930940014839408,0.5099337748344371,145,0.45886646346226834,-0.1535130879748103,3.229953752443446,2.351683591662201,-2.1447807155109,-1.7588238795309683,0.496551724137931,136,0.644010769580412,0.4791239508929124,4.079366507034765,3.4068181194326534,-2.474701769669168,-1.8444453156968352,0.5514705882352942,88,0.5022316981127205,0.20125912735070584,5.298677407763309,3.96326727887868,-3.332777421034281,-2.73128932922746,0.5,0.40425531914893614,4.379310344827586,3.0441176470588234,5.295454545454546,8,-0.3815400226924651,1.012214785251529,7,-0.28791954347294135,1.8763726099137685,7,0.04179366767471024,1.1003948366747272,6,-0.4170170247881839,1.8688739381086148
M2_V4_TRIGGER,AVOID,FILTERED,True,391,0.06686046511627906,8,391,332,0.26034105493837895,0.1176470588235334,1.8052728314828634,1.437282229965153,-1.3091922455788272,-0.9945094789184816,0.5421686746987951,299,0.8713125440437327,0.4789076829019745,3.4229235987364954,2.341748993779724,-2.2948648984221838,-1.944444444444437,0.5551839464882943,273,1.7373435961345753,1.1825472339268783,4.685428925522113,3.240775391063533,-2.6545773642963644,-2.1167132147581924,0.5824175824175825,222,2.082354968096396,1.3942932915477657,6.14253099495686,4.709419972612605,-3.1690819038720166,-2.89815198382265,0.6306306306306306,0.6304347826086957,4.175257731958763,3.0549450549450547,5.761261261261262,7,-0.02310226280738162,0.5869879494836518,6,0.10020069201361456,1.5990336618065337,6,1.140212302169651,2.1929352806695572,5,0.7922821940328617,3.2445694564959258
M2_V4_TRIGGER,AVOID,WAIT_FOR_TRIGGER,True,132,0.022571819425444596,8,132,98,0.38273473072525943,0.7207660333668708,1.650698282228177,1.459518013979788,-1.0145225803974696,-0.5730608526364533,0.6632653061224489,73,0.42164598291020805,1.1723329425556983,2.7320935106431254,2.639087018544939,-2.381850964210581,-1.4042242142115358,0.6164383561643836,72,-0.05040714935901542,-0.5812653699977632,4.021732524185784,3.8080297630161404,-3.3258187812537496,-3.019495958155028,0.4027777777777778,44,2.021132953361647,1.827565783907259,6.169708341333045,4.908048722235492,-4.625846445669871,-3.8191359281769586,0.7045454545454546,0.6153846153846154,4.166666666666667,3.0555555555555554,4.568181818181818,7,-0.23535692612289014,0.9428629155465086,6,-0.5005033337689301,1.56569750526132,6,-1.3233544629015659,2.3686562061958014,5,-0.23424949477652302,3.691698812224561
M2_V4_TRIGGER,AVOID,WATCH,True,1085,0.18553351573187415,9,1085,878,0.5188577599190507,0.26033094718777017,2.148544557749744,1.5745600493979772,-1.0940484761493363,-0.9358447353115862,0.5626423690205011,727,1.4283633027093505,0.6574523720582759,4.009672009121695,2.536585365853661,-2.0975568525717607,-1.807701059338096,0.5859697386519945,671,2.0459908572687597,1.1570462818512706,5.089476701803876,3.733986522229116,-2.502405045087934,-2.155246436544733,0.6408345752608048,441,4.349902453957276,3.4906892049749283,7.886072603263749,6.065433157701272,-2.6820200329728823,-2.428035043804766,0.7505668934240363,0.7185185185185186,4.018348623853211,3.204172876304024,6.680272108843537,8,0.13515138488536313,0.8454880366138781,7,1.2094954694225004,1.7662153361258706,7,1.7496762114964113,2.4229160646296224,6,3.6008255768280915,5.332873601791992
M2_V4_TRIGGER,DEFENSIVE,FILTERED,True,215,0.03676470588235294,9,215,183,-0.41755345355173995,-0.6119510439164921,1.4197215013731785,1.2210655773707613,-1.9223860182319716,-1.753333333333329,0.3825136612021858,164,-0.9823111681475096,-0.9159034138218058,2.1278300152522442,1.565762004175375,-3.2665076448204453,-2.6228747952547815,0.3597560975609756,162,-0.7512558853093513,-0.6513424404370138,2.525686616330636,1.7505997556263475,-3.6831866537628963,-3.1052616944652445,0.4382716049382716,105,-0.8255851376216256,-0.7117038863515224,3.477754499564389,3.1446540880503138,-4.441609977979498,-4.032258064516137,0.4,0.26666666666666666,5.333333333333333,2.8703703703703702,5.133333333333334,7,-0.7240698447352824,-0.17596623312313164,6,-1.8208124164744461,-0.27076919383344233,6,-1.3875220159188277,0.04336428900700282,5,-1.650070952163367,0.45062815521629274
M2_V4_TRIGGER,DEFENSIVE,WAIT_FOR_TRIGGER,True,115,0.01966484268125855,8,115,93,0.42377637833146253,0.2074526381712793,1.641899407219516,1.4044302352135274,-0.917696303203802,-0.8601739462869129,0.5376344086021505,78,0.4320383261733093,0.6376491972000187,2.6529093927857192,2.143887787734311,-1.805250565588866,-1.7545753927549534,0.6153846153846154,71,-0.10780246342105336,0.0955748829207792,3.0307257621909574,2.46631651061886,-2.1421887971438887,-1.9306126349995176,0.5492957746478874,46,0.8358814111804476,0.9237722302620988,4.254371858629411,4.074072669078566,-3.158471964809746,-2.836590662323568,0.6304347826086957,0.25,5.0,2.9295774647887325,5.5,7,-0.03964478486546619,1.0572519588861844,6,-0.3322518000654636,1.287276953723491,6,-1.0113692639072036,0.8437171385090233,5,-0.5091129007303908,2.145352673775217
M2_V4_TRIGGER,DEFENSIVE,WATCH,True,217,0.03710670314637483,9,217,180,-0.1586395024053959,-0.34052149474017573,1.4262021912750917,1.0129362948498866,-1.5948112606168352,-1.309856130556153,0.43333333333333335,152,-0.23796118942873604,-0.15400407653434756,2.323225470045408,1.5668887883668936,-3.029651776432329,-2.745844232670691,0.46710526315789475,140,-0.21584932842954627,-0.5325962381177218,3.0200194787102594,2.502982898051176,-3.3457511457050373,-3.0106666684611927,0.39285714285714285,82,1.0156584731860012,0.7823087239554161,4.567475079993981,3.383512176643455,-4.0759479264254175,-3.360886777240318,0.5853658536585366,0.5806451612903226,5.24,2.8,6.926829268292683,8,-0.5631426193723633,0.6675872138654668,7,-1.0290813246049202,1.0763093389112033,7,-1.0805860556289628,0.6793481212644158,6,-0.4893912409136679,3.1237216819724836
M2_V4_TRIGGER,ENTER,FILTERED,True,2,0.0003419972640218878,1,2,2,0.1430184161916648,0.1430184161916648,0.7699759788804439,0.7699759788804439,-0.5858077200548595,-0.5858077200548595,0.5,2,0.88827246133234,0.88827246133234,1.3042532444366817,1.3042532444366817,-0.7659407479050862,-0.7659407479050862,1.0,2,0.09656648617794586,0.09656648617794586,2.121798967805355,2.121798967805355,-0.7659407479050862,-0.7659407479050862,0.5,0,,,,,,,,,,4.5,,1,,,1,,,1,,,0,,
M2_V4_TRIGGER,ENTER,WAIT_FOR_TRIGGER,True,22,0.003761969904240766,5,22,20,-0.20377506583256086,0.3978824842522099,1.0163057442429462,0.9389269277752188,-1.1561716176315315,-0.45011448311148,0.75,18,0.4915231653060535,1.4307366440208582,2.022531320537231,2.827598952440624,-1.8211943396727568,-1.119851194285887,0.6111111111111112,17,1.1560495499856938,2.319480878089175,2.9342388474396146,3.283431878223686,-1.8772421674671254,-1.079961949527175,0.6470588235294118,5,2.4068371502475694,5.0920485703094265,5.232036721991036,6.311901964075872,-2.1255130030019154,-1.079961949527175,0.6,0.6,4.75,3.411764705882353,5.6,4,-0.9912234631220316,1.302285504150622,3,-0.3041920935115997,1.1938804190813743,3,-0.09080267948956995,2.529766656806672,2,-1.6209799798452162,5.0920485703094265
M2_V4_TRIGGER,ENTER,WATCH,True,14,0.0023939808481532147,5,14,14,-0.5272979860575947,-0.8748078969145423,1.3905999403081015,1.45009212492615,-1.080835617481767,-1.0511567207795225,0.14285714285714285,11,-1.0890337766247997,-1.2835062689148249,1.5055157983915988,0.9051942174063354,-2.0068647137338647,-1.8509511456982208,0.2727272727272727,11,-1.2966075770677563,-1.22354888284667,1.5055157983915988,0.9051942174063354,-2.887767867629766,-2.845330739299601,0.09090909090909091,0,,,,,,,,,,2.0,,5,-0.9512175243096536,0.12297718900334542,4,-2.74649832780414,-0.47380129261155485,4,-3.582560472541615,0.04883832727233478,0,,
