family,profile,canonical_key,type,canonical_value_type,repository_effective_default,source_kind,source_identifier,resolver,precedence,classification,defaulted,consumer,dynamic_read,snapshot_ready,represented_in_calculation_identity,schema
core.technical,,pine.pullback_breakout.maxPullbackPct,real,STRUCTURE,"{""type"":""real"",""value"":""18""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.pullback_breakout.minPullbackPct,real,STRUCTURE,"{""type"":""real"",""value"":""3""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.pullback_breakout.pullbackLookback,integer,STRUCTURE,"{""type"":""integer"",""value"":20}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.risk.atrDangerPct,real,STRUCTURE,"{""type"":""real"",""value"":""10""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.risk.atrWarnPct,real,STRUCTURE,"{""type"":""real"",""value"":""6""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.risk.extensionDangerPct,real,STRUCTURE,"{""type"":""real"",""value"":""15""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.risk.extensionWarnPct,real,STRUCTURE,"{""type"":""real"",""value"":""8""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.risk.failedBreakoutBars,integer,STRUCTURE,"{""type"":""integer"",""value"":8}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.risk.gapExhaustionPct,real,STRUCTURE,"{""type"":""real"",""value"":""4""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.risk.gapExhaustionVolRatio,real,STRUCTURE,"{""type"":""real"",""value"":""1.3""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.risk.heavyRedVolRatio,real,STRUCTURE,"{""type"":""real"",""value"":""1.5""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.risk.minAvgVolume,integer,STRUCTURE,"{""type"":""integer"",""value"":300000}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.risk.minNotionalVolume,integer,STRUCTURE,"{""type"":""integer"",""value"":10000000}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.risk.nearResistancePct,real,STRUCTURE,"{""type"":""real"",""value"":""3""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.risk.notionalVolumeLookback,integer,STRUCTURE,"{""type"":""integer"",""value"":20}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.risk.useLiquidityWarning,boolean,STRUCTURE,"{""type"":""boolean"",""value"":true}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.risk.useNotionalLiquidityFilter,boolean,STRUCTURE,"{""type"":""boolean"",""value"":true}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.scoring.scoringMode,string,STRUCTURE,"{""type"":""string"",""value"":""Balanced""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.stop_target.atrStopMultiple,real,STRUCTURE,"{""type"":""real"",""value"":""1.5""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.stop_target.atrTargetMultiple,real,STRUCTURE,"{""type"":""real"",""value"":""1.5""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.stop_target.minRewardRisk,real,STRUCTURE,"{""type"":""real"",""value"":""2""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.stop_target.smaStopAtrBuffer,real,STRUCTURE,"{""type"":""real"",""value"":""0.5""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.stop_target.stopMode,string,STRUCTURE,"{""type"":""string"",""value"":""Structure + ATR""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.stop_target.structureAtrBuffer,real,STRUCTURE,"{""type"":""real"",""value"":""0.3""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.stop_target.targetMode,string,STRUCTURE,"{""type"":""string"",""value"":""ATR Target""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.stop_target.targetRewardMultiple,real,STRUCTURE,"{""type"":""real"",""value"":""2""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.stop_target.useModeRewardRisk,boolean,STRUCTURE,"{""type"":""boolean"",""value"":true}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.stop_target.useRewardRiskFilter,boolean,STRUCTURE,"{""type"":""boolean"",""value"":true}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.trend.adxLen,integer,STRUCTURE,"{""type"":""integer"",""value"":14}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.trend.adxSmoothing,integer,STRUCTURE,"{""type"":""integer"",""value"":14}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.trend.emaFastLen,integer,STRUCTURE,"{""type"":""integer"",""value"":10}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.trend.emaPullbackLen,integer,STRUCTURE,"{""type"":""integer"",""value"":20}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.trend.highLow52Len,integer,STRUCTURE,"{""type"":""integer"",""value"":252}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.trend.midSlopeLookback,integer,STRUCTURE,"{""type"":""integer"",""value"":10}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.trend.minAdxTrend,real,STRUCTURE,"{""type"":""real"",""value"":""18""}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.trend.pivotLeftBars,integer,STRUCTURE,"{""type"":""integer"",""value"":3}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.trend.pivotRightBars,integer,STRUCTURE,"{""type"":""integer"",""value"":3}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.trend.slowSlopeLookback,integer,STRUCTURE,"{""type"":""integer"",""value"":20}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.trend.smaMidLen,integer,STRUCTURE,"{""type"":""integer"",""value"":50}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.trend.smaSlowLen,integer,STRUCTURE,"{""type"":""integer"",""value"":200}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.trend.smaTrendLen,integer,STRUCTURE,"{""type"":""integer"",""value"":150}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,pine.trend.structureLookback,integer,STRUCTURE,"{""type"":""integer"",""value"":20}",PROFILE,config/pine_defaults.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.adaptive_percentiles.atr_contraction_percentile,integer,STRUCTURE,"{""type"":""integer"",""value"":35}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.adaptive_percentiles.atr_expansion_percentile,integer,STRUCTURE,"{""type"":""integer"",""value"":80}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.adaptive_percentiles.enabled,boolean,STRUCTURE,"{""type"":""boolean"",""value"":true}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.adaptive_percentiles.extension_danger_percentile,integer,STRUCTURE,"{""type"":""integer"",""value"":90}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.adaptive_percentiles.long_lookback,integer,STRUCTURE,"{""type"":""integer"",""value"":252}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.adaptive_percentiles.medium_lookback,integer,STRUCTURE,"{""type"":""integer"",""value"":126}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.adaptive_percentiles.range_climax_percentile,integer,STRUCTURE,"{""type"":""integer"",""value"":90}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.adaptive_percentiles.volume_breakout_percentile,integer,STRUCTURE,"{""type"":""integer"",""value"":70}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.adaptive_percentiles.volume_climax_percentile,integer,STRUCTURE,"{""type"":""integer"",""value"":90}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.classification_v4.buyable_classifications,list,STRUCTURE,"{""type"":""list"",""value"":[{""type"":""string"",""value"":""Prime clean pullback""},{""type"":""string"",""value"":""Clean bull pullback""},{""type"":""string"",""value"":""Fresh breakout""},{""type"":""string"",""value"":""Volatility contraction setup""},{""type"":""string"",""value"":""Tight base breakout""},{""type"":""string"",""value"":""RS leader pullback""}]}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.classification_v4.danger_priority,list,STRUCTURE,"{""type"":""list"",""value"":[{""type"":""string"",""value"":""Failed breakout""},{""type"":""string"",""value"":""Blowoff top""},{""type"":""string"",""value"":""Climax reversal risk""},{""type"":""string"",""value"":""Distribution risk""},{""type"":""string"",""value"":""Late-stage extension""}]}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,OBSERVABILITY,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,False,core.technical-v1
core.technical,,v4.classification_v4.effective_danger_priority,list,STRUCTURE,"{""type"":""list"",""value"":[{""type"":""string"",""value"":""Failed breakout""},{""type"":""string"",""value"":""Blowoff top""},{""type"":""string"",""value"":""Climax reversal risk""},{""type"":""string"",""value"":""Distribution risk""},{""type"":""string"",""value"":""Late-stage extension""}]}",CODE_DEFAULT,technical-v4-defaults,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,True,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.classification_v4.sub_tags,list,STRUCTURE,"{""type"":""list"",""value"":[{""type"":""string"",""value"":""VCP""},{""type"":""string"",""value"":""Darvas box""},{""type"":""string"",""value"":""Donchian breakout""},{""type"":""string"",""value"":""Stage 2""},{""type"":""string"",""value"":""RS leader""}]}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.climax_risk.climax_risk_threshold,real,STRUCTURE,"{""type"":""real"",""value"":""7""}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.climax_risk.enabled,boolean,STRUCTURE,"{""type"":""boolean"",""value"":true}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.climax_risk.rsi_danger,integer,STRUCTURE,"{""type"":""integer"",""value"":80}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
core.technical,,v4.climax_risk.rsi_warning,integer,STRUCTURE,"{""type"":""integer"",""value"":75}",PROFILE,config/technical_scoring_v4.yaml,core_effective_configuration.resolve_technical_configuration,REQUEST > SETTINGS_MODEL > ENVIRONMENT > DOTENV > PROFILE > CODE_DEFAULT,BEHAVIORAL,False,calculate_technical_features;calculate_htf_trend_features;calculate_relative_strength_features;score_from_feature_result;finalize_technical_scores,no during certified scoring,True,True,core.technical-v1
